MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
2.9643,52.0,3.676737160120846,1.0784313725490196,514.0,1.9770114942528736,33.74,-118.4,5.00001
3.25,28.0,4.444444444444445,1.0676691729323309,1805.0,2.664841498559078,34.13,-118.14,1.813
3.8304,35.0,5.447004608294931,1.0,1316.0,2.804494382022472,34.19,-118.5,2.14
3.7147,32.0,4.492063492063492,0.9774774774774775,891.0,2.907747747747748,38.01,-121.96,0.661
5.6016,32.0,6.812807881773399,1.0177133673805614,2827.0,2.221959858323497,34.15,-118.41,4.409
3.6333,22.0,4.78877389408061,1.155979202772963,1590.0,2.532110091743119,32.63,-117.06,1.792
3.3971,31.0,3.92724016356962,1.0689655172413792,2228.0,2.8342413793103463,34.1,-118.07,2.328
3.9063,52.0,5.876404494382022,1.0382022471910113,891.0,2.5271293375394346,37.76,-122.47,3.127
2.5842,17.0,3.9964788732394365,1.0776699029126213,1409.0,2.1701631701631703,34.0,-118.35,1.875
3.7222,52.0,5.451612903225806,1.0900473933649288,1701.0,2.3659673469387754,37.74,-122.16,1.831
2.7477,37.0,5.073825503355703,1.1524008380805468,851.0,2.390029325513196,33.99,-117.31,1.331
3.3194,16.0,4.202564102564102,1.0064102564102564,852.0,2.769230769230769,33.14,-117.27,1.25
3.2027,23.0,4.292328042328043,1.081570996978852,2086.0,2.8176638176638176,33.65,-117.95,1.625
3.9071,48.0,5.335714285714286,1.0793650793650793,778.0,2.4920634920634925,38.69,-121.28,1.279
3.1483,47.0,4.828220858895652,1.031347962382445,1349.0,3.503978779840848,34.04,-118.15,1.542
2.2264,17.0,5.269841269841269,1.0493506493506493,1041.0,2.922779922779923,36.21,-119.18,0.78
3.1372,14.0,4.865199449088961,1.0586854460093897,1620.0,3.00531286894923,32.86,-117.13,1.271
1.5208,52.0,5.0,1.0,629.0,3.12,37.93,-121.31,0.813
2.6611,35.0,3.9222222222222225,1.011111111111111,1605.0,3.1777777777777776,34.18,-118.34,1.825
7.2563,25.0,6.922115027829313,1.0845771144278638,861.0,3.0078740157480315,34.17,-118.56,3.437
3.0091,9.0,4.706766917293235,1.0776699029126213,1418.0,2.056878306878307,38.45,-122.75,1.784
2.8021,46.0,5.610909090909091,1.0833333333333333,691.0,2.7345454545454544,37.93,-122.32,0.857
4.2028,17.0,5.64935064935065,1.0649350649350648,786.0,2.9444444444444446,34.01,-120.94,2.125
3.5156,5.0,5.327464788732394,1.0465116279069768,1701.0,2.9192394366197183,33.17,-117.22,1.565
4.1862,14.0,5.62962962962963,1.0,1316.0,2.817258883248731,37.96,-122.05,1.438
5.1099,11.0,7.049079754601226,0.9536082474226805,497.0,3.6923076923076925,38.69,-121.38,1.219
5.0863,29.0,6.131782945736434,1.0671140939597314,1488.0,3.1608527131782944,33.89,-117.99,2.861
6.912,9.0,8.473684210526317,1.1050228310502284,933.0,3.042105263157895,32.81,-117.21,5.00001
3.1094,15.0,5.52734375,1.0956072351421113,2979.0,2.132930513595166,33.11,-117.08,1.232
4.1389,36.0,5.914582062231405,1.167076167076167,7096.0,3.237785016286645,34.2,-118.55,2.673
2.2197,36.0,4.8775,0.9451380555555554,683.0,3.392857142857143,37.74,-120.84,0.875
4.0,21.0,4.5898778359511345,1.1374407582938388,687.0,1.9677002583979326,37.37,-122.06,3.78
3.4545,4.0,5.306260575129534,1.0614334470989761,2340.0,2.968869403529975,38.13,-121.23,1.425
2.8393,39.0,4.4466213221055195,1.0620985010706638,1543.0,2.6812719146440545,37.78,-122.17,1.469
2.8125,19.0,3.597315436241611,0.959731543624161,1469.0,1.908284023668639,32.75,-117.19,1.388
2.0802,32.0,3.7232142857142856,1.0329218106995892,1520.0,3.0114942528735633,36.22,-119.02,0.668
3.8672,38.0,4.556300268096514,0.9877300613496932,1217.0,2.97196261682243,32.69,-117.12,1.657
6.4286,15.0,6.072555205047318,1.045822102425876,2446.0,3.6644295302013425,33.51,-117.7,3.486
3.3942,15.0,4.835963797264708,1.141955835962185,955.0,1.8690215264187813,33.98,-118.35,2.174
2.3267,21.0,4.140350877192983,1.0526315789473684,1392.0,3.0526315789473686,32.76,-117.11,2.046
1.4583,52.0,3.82312925170068,1.0925373134328358,783.0,4.51843119266055,34.07,-118.28,0.759
5.2656,29.0,6.876106194690266,1.0381165919282513,2248.0,3.207048458149781,34.96,-118.0,1.525
2.3929,21.0,4.20532319391634,1.0963855421686748,1277.0,2.858267716535435,40.88,-124.07,0.938
3.7308,17.0,4.879643387964339,1.06426735218509,837.0,2.7338403041825066,33.75,-117.96,1.897
3.6458,20.0,4.409545851528384,1.036649214659686,1669.0,2.81203007518797,34.14,-117.98,1.972
6.3302,26.0,6.494577006507592,1.0077319587628866,888.0,3.171348314606742,33.72,-118.01,4.596
2.2188,17.0,5.539735099337748,1.1270718232044197,1373.0,3.0764462809917354,36.2,-119.85,0.864
8.5953,18.0,7.340112359550562,1.0112359550561798,1320.0,2.9397590361445785,34.19,-118.55,4.93
10.3967,40.0,8.096491228070176,1.0,830.0,2.7778192513368984,34.18,-118.55,5.00001
2.7857,52.0,3.665934080997624,1.085667215815751,1430.0,2.665934080997624,37.78,-122.41,2.75
5.0499,5.0,6.870967741935484,0.9819354838709677,1045.0,3.096774193548387,34.03,-117.32,1.326
1.8984,28.0,4.463472113207547,1.0491803278688525,1524.0,2.458891017964072,33.93,-117.4,0.975
4.1591,29.0,5.935265700483091,1.0501474926253687,903.0,2.985815602836879,33.89,-117.88,2.342
4.0,36.0,5.388888888888889,1.0555555555555556,1550.0,2.3666666666666667,33.84,-118.1,3.38
2.2542,19.0,4.6,1.1443123938879456,887.0,2.12792297111416,37.57,-120.84,1.494
3.375,46.0,4.75,1.0737704918032787,909.0,3.098360655737705,37.38,-122.01,0.925
7.9191,52.0,6.878315254509903,1.0165289256198347,954.0,2.4739969984202235,37.81,-122.22,4.381
6.2535,35.0,5.72542372881356,1.0101694915254238,712.0,2.557627118644068,34.05,-118.41,5.00001
1.9943,47.0,4.567741935483871,1.0580645161290323,1141.0,2.870967741935484,40.78,-124.17,0.813
2.75,40.0,5.285714285714286,1.1481481481481481,125.0,4.666666666666667,37.69,-121.0,1.583
3.9,24.0,5.326850837563292,1.0909090909090908,1327.0,2.3766937669376693,34.16,-118.38,1.833
1.9805,10.0,3.868544600938967,1.0095628415300546,1550.0,2.9836065573770494,34.19,-119.18,2.25
5.2149,18.0,6.6875,1.0384615384615385,1528.0,3.5096153846153846,34.27,-118.57,2.54
2.0332,31.0,3.907444168734491,0.9936708860759493,2221.0,4.242819843342037,33.96,-118.24,1.375
1.7201,32.0,4.184782608695652,1.2065217391304346,2678.0,4.281739130434782,36.79,-119.79,0.533
2.8603,24.0,3.7578125,1.0703125,1846.0,2.924312,33.81,-117.92,1.769
6.2663,15.0,6.25,1.0785714285714285,891.0,2.9523809523809526,33.68,-117.86,2.547
3.9063,14.0,4.077834179355027,1.0,1290.0,2.4349442379182147,34.22,-118.46,1.627
3.6583,26.0,4.727699530516432,1.063613231552163,1538.0,1.9841521394611727,33.89,-118.38,2.5
4.1827,42.0,5.945454545454545,1.0374531835205993,952.0,3.221518987341772,33.91,-118.17,1.67
1.0651,17.0,2.6608187134502925,1.0751445086705202,2870.0,3.1774193548387095,33.76,-118.27,2.173
3.5,39.0,4.261513157894736,0.9581881533101045,994.0,3.257945205479452,33.89,-118.13,1.297
1.7778,16.0,4.824175824175824,0.987012987012987,756.0,2.8233908934707905,39.33,-121.68,0.973
2.5667,30.0,4.8354430379746836,1.0614035087719298,3176.0,4.2631578947368425,34.05,-118.03,1.32
5.2323,52.0,5.87934560327198,1.106060606060606,867.0,1.9683168316831683,37.79,-122.42,4.102
3.7917,12.0,6.451354062186238,1.0954773869346734,1150.0,2.547303964757709,33.15,-117.09,1.455
4.1518,36.0,5.983333333333333,1.026190476190476,1056.0,2.7261904761904763,34.13,-118.07,3.064
1.8245,27.0,4.634285714285714,1.03125,1256.0,4.764285714285715,34.05,-117.33,1.031
4.1389,37.0,4.0,0.9966666666666667,1047.0,1.7533333333333334,34.06,-118.48,4.333
4.7361,34.0,6.09657370517929,1.038860103626943,1512.0,2.939281288723668,34.15,-118.57,3.549
2.0938,31.0,3.7039473684210527,1.0973684210526315,1581.0,4.010416666666666,34.05,-118.3,1.625
3.3125,7.0,5.242816091954023,1.0383631713554988,2073.0,3.3368698412698414,34.28,-117.32,1.469
4.4773,17.0,6.673960612691466,1.0078740157480315,1224.0,3.0497592295345104,33.69,-117.98,1.938
1.9647,15.0,4.581011335740089,1.103059581320451,687.0,1.5346067224080269,36.33,-119.32,0.688
4.4464,17.0,8.3125,1.234375,959.0,3.0184,38.01,-121.89,1.528
2.6563,42.0,3.7939481228668943,1.016460905349884,1549.0,4.016460905349591,34.04,-118.28,1.697
4.2719,36.0,5.086611570247933,1.0058997050147493,913.0,2.926605504587156,33.93,-118.09,1.595
4.8382,41.0,5.038374717832933,1.0195652173913043,704.0,2.457831325301205,34.03,-118.45,3.56
4.5,35.0,4.873443983402481,0.9792387543252595,913.0,3.57968169761273,33.86,-118.06,1.958
3.4821,29.0,5.492268041237113,1.0963855421686748,852.0,4.242268041237113,33.91,-117.08,1.113
2.0714,30.0,4.377922077922078,1.0455598455598456,990.0,1.832116788321168,38.51,-121.45,0.729
3.2813,13.0,5.318936877076412,1.0955414012738853,2959.0,3.381889763779527,33.7,-117.99,1.512
4.3833,5.0,6.25700934579439,1.0677570093457944,1647.0,3.151986183074266,34.71,-117.03,1.726
3.6897,21.0,5.443609022556391,1.069442508178841,2221.0,2.867954911433173,38.17,-122.23,2.708
3.6111,45.0,4.907407407407407,1.0526315789473684,939.0,2.5850673194675515,33.77,-118.17,2.49
2.5284,35.0,4.838815789473684,1.0943396226415094,939.0,3.2264150943396226,32.56,-117.08,1.524
3.9886,24.0,4.716129032258065,1.0696763754045657,1087.0,2.8451612903225807,34.08,-118.13,1.354
3.6292,33.0,4.872817955112219,1.060150375939849,1237.0,3.122270742358079,34.19,-118.1,1.648
2.6719,34.0,3.8581947743467935,1.038194774346733,1543.0,2.819477434673368,34.1,-117.93,1.941
3.6343,16.0,5.002506265664122,1.0457516339869282,2106.0,2.8173311369005565,38.27,-121.32,1.094
4.9222,52.0,6.28395061728395,0.9936305732484076,761.0,2.068783068783069,37.98,-122.55,3.426
0.9196,30.0,4.861607142857143,1.1264754098360656,632.0,2.29126213592233,32.76,-117.02,2.037
2.7708,26.0,4.330134357004668,1.0623501199040768,1752.0,2.585858585858586,34.06,-117.26,0.881
1.75,42.0,4.87645687645687,1.0712250712250713,1266.0,2.611111111111111,33.96,-118.31,0.709
9.8039,52.0,8.481081081081081,1.0810810810810811,515.0,1.8783783783783785,34.05,-118.43,5.00001
4.5,27.0,5.734129692832765,1.0034129692832765,2042.0,2.738842975206611,34.0,-118.37,2.082
3.7188,20.0,5.049306625577812,1.0287206266318538,1633.0,2.933130699088146,38.7,-121.27,1.125
7.8798,33.0,7.914232209737828,0.9698492462311558,1270.0,2.8732394366197185,32.85,-117.21,4.688
5.9184,7.0,8.361417322834651,1.0478589420654911,1688.0,3.001280409731114,32.86,-117.03,1.786
4.2386,27.0,5.333333333333333,0.992592592592593,1003.0,2.8444444444444446,33.87,-117.96,2.529
1.8333,20.0,5.7,1.0,11.0,3.7,33.13,-117.14,0.938
4.0,37.0,4.836883688368837,1.0581818181818181,1140.0,4.329545454545454,33.94,-118.17,1.732
3.5192,32.0,5.389830508474576,0.9830508474576272,981.0,3.09392523364486,33.84,-117.9,1.795
5.0476,35.0,5.62428865979381,0.9790794979079498,2949.0,2.9416809416809415,37.53,-122.26,2.513
5.2647,5.0,5.945504087193417,1.1116625310173698,4760.0,2.746192893401015,33.68,-117.99,2.858
10.8407,52.0,7.564231738035264,1.0123152709359606,496.0,2.7044060263696417,37.71,-122.47,5.00001
3.3261,52.0,5.151458137347131,1.079283819628647,728.0,1.7421603563474124,34.17,-118.15,2.671
4.0208,22.0,4.907692307692308,1.0769230769230769,488.0,3.0,34.12,-117.7,1.534
3.5,35.0,5.5,1.0687830687830688,1540.0,3.073170731707317,32.76,-117.13,1.7
2.099,52.0,3.9127906976744184,0.944235955082743,1272.0,2.3364928909952605,37.75,-122.42,1.125
2.5268,16.0,3.914342629482072,1.0478589420654911,1872.0,3.1713554987212276,33.78,-118.16,1.048
3.0968,31.0,5.867796610169491,1.1428571428571428,793.0,3.2857142857142856,33.89,-118.08,1.393
1.75,29.0,5.181818181818182,1.0301507537688441,806.0,2.827272727272727,36.32,-119.63,0.604
4.1563,33.0,4.938997214484688,1.0676691729323309,1545.0,2.87905604719764,33.82,-118.12,2.258
3.6667,17.0,5.142857142857143,1.0178571428571428,1258.0,2.7,34.0,-117.67,1.699
3.2589,35.0,6.341825902335456,1.0099337748344415,934.0,3.493377483443709,33.95,-117.3,1.049
1.7292,17.0,4.878696741854637,1.0497630331753554,1597.0,3.7384020356234053,36.96,-120.07,0.485
5.1488,34.0,6.40625,1.025,1045.0,2.7,33.85,-117.97,2.109
4.3906,52.0,4.93618090452261,1.021335807095037,877.0,1.8236972677595629,37.29,-121.92,5.00001
7.2702,42.0,6.751644736842105,1.0157894736842106,867.0,2.988593155893536,34.13,-118.06,4.583
6.843,26.0,6.491525423728815,0.9966101694915255,543.0,2.823728813559322,37.43,-122.12,4.357
4.75,17.0,6.637254901960785,1.1215686274509804,791.0,2.764705882352941,34.34,-119.08,2.14
4.0043,35.0,5.055415617128464,1.09727626459144,881.0,3.0,34.12,-117.97,1.356
5.2916,29.0,5.976152517985611,1.085918864036697,1413.0,2.98855869097222,36.68,-121.66,2.642
4.8125,10.0,6.057511312217194,1.010794896960926,1595.0,3.319884726215217,32.84,-116.85,1.721
4.6111,16.0,5.744972067039097,1.0791726205567296,1783.0,2.4500846023688663,37.25,-121.89,2.848
6.6245,17.0,7.726797385620915,0.9536082474226805,1255.0,2.504531722054381,37.35,-121.99,3.141
4.1923,19.0,5.837004405286343,1.050964187327823,4496.0,3.3539120486897906,34.11,-117.68,1.706
3.0278,35.0,4.273381294964029,1.0950226244343892,782.0,3.812949640287872,34.26,-118.4,1.207
9.7694,44.0,8.25531914893617,1.028169014084507,965.0,2.593220338983051,34.06,-118.42,5.00001
2.6184,20.0,5.04251012145748,1.063976377952756,598.0,2.495726495726496,38.52,-121.42,0.931
5.3799,26.0,6.17889908256881,1.0260223048327137,928.0,2.9875666074600353,33.88,-118.03,2.411
1.3235,38.0,5.593506493506493,1.0884615384615386,1465.0,3.9743589743589745,36.58,-119.8,0.67
3.9688,30.0,4.2631578947368425,1.031578947368421,1753.0,2.086301188954663,32.79,-117.25,2.935
2.5,26.0,4.664114832535885,1.0783410138248888,2470.0,3.8588516746411483,33.14,-117.14,1.364
3.7222,25.0,4.717204301075269,1.0127659574468084,2248.0,2.7172043010752716,37.39,-121.88,2.684
5.4138,16.0,6.109813084112149,1.0386513157894737,1533.0,3.1875,34.05,-117.25,1.7
2.9167,25.0,4.79525123156727,0.9778325123156727,1167.0,4.08994708994709,35.39,-118.99,0.521
2.3844,19.0,4.049180327868853,1.004016064257028,1623.0,2.746268656716418,36.32,-119.64,0.615
2.7778,30.0,4.176678445229682,1.0372670807453417,1579.0,3.65483234715355,33.89,-118.14,1.292
7.2516,36.0,6.922222222222222,1.1157407407407407,1199.0,2.262962962962963,33.99,-118.46,3.1
4.0912,16.0,4.837704918032787,1.0376432078559739,1697.0,2.8975069252077548,34.11,-117.93,1.972
3.0972,30.0,4.782608695652174,1.0434782608695652,1338.0,3.2339181286549707,34.05,-117.33,1.12
3.6111,13.0,3.6748878923766815,1.0310077519379846,728.0,1.8185840707964602,32.79,-116.87,1.561
4.2419,36.0,5.05,0.9866666666666667,555.0,2.55,37.3,-122.0,2.906
3.099,22.0,5.637450199203187,1.0511679644048944,2828.0,3.0,33.15,-117.07,1.527
4.5,11.0,6.64581005586592,1.1622901949018511,1411.0,3.0947712418300655,33.92,-117.45,1.132
1.9485,27.0,4.812903225806452,1.0419354838709678,1420.0,3.25,33.93,-118.28,0.949
3.7708,27.0,3.9672209026127545,1.1277683134582623,1753.0,1.751412429378531,34.07,-118.45,3.75
4.3864,28.0,5.847457627118644,1.0598667250437874,1603.0,2.9136449044586703,33.86,-118.03,2.061
4.7721,50.0,6.497727272727272,1.17452088772728,771.0,2.638888888888889,34.15,-118.07,2.902
3.6,35.0,4.859245283018868,1.0188679245283019,1680.0,2.9471698113207547,34.21,-118.37,2.167
3.0,36.0,4.793357933579336,1.1047454547454747,1089.0,4.0,33.92,-118.28,2.063
2.6522,52.0,5.253886010362694,1.0314168377823407,1727.0,3.09256965944276,37.81,-122.27,1.171
4.1656,13.0,4.764432989690722,1.0425256916996049,1517.0,2.578635755825445,32.96,-117.15,1.482
2.3125,18.0,3.5888501742160277,1.048426150134048,1257.0,1.9191685912240184,33.77,-118.19,1.724
6.1145,14.0,6.564476885245902,1.038548752834467,1530.0,3.358800521559633,33.8,-117.88,3.139
3.6719,15.0,5.235588972431078,1.0128755364806867,1749.0,2.54794163626889,32.81,-117.26,3.309
3.8,15.0,4.73536299765808,1.032028469750889,2487.0,2.5284697508896796,33.73,-117.97,1.24
2.1417,38.0,3.8352601156069364,1.0419287211740043,1350.0,3.487437185929642,34.09,-118.28,1.775
1.6607,43.0,2.8309572301425177,1.0840480274442539,1169.0,3.3439597315436242,34.12,-118.31,1.043
3.5395,42.0,4.8164556962025316,1.0515970515970516,899.0,2.6514851485148516,37.32,-121.94,2.387
4.125,47.0,3.898419864559813,1.0651898734177216,1007.0,2.835647173564717,34.14,-118.11,2.436
3.5179,29.0,4.793296089385475,1.0954773869346734,765.0,3.276300578034682,33.81,-117.94,2.25
3.2024,36.0,3.5,1.0137254901960784,1271.0,3.874647887323944,33.9,-118.13,2.125
4.4559,15.0,6.363057324840764,1.0561797752808988,3649.0,2.508964227157049,34.4,-119.74,2.012
5.8177,49.0,6.121693121693121,1.020979020979021,731.0,2.426829268292683,37.78,-122.47,3.839
3.9125,28.0,6.0,1.070063694267516,1200.0,4.123711340206186,32.74,-117.12,1.163
3.2312,35.0,5.588095238095238,1.0,891.0,3.0476190476190474,37.99,-121.3,0.957
3.2366,39.0,4.879256965944273,1.0659898477157361,1605.0,3.670846394984326,33.98,-118.31,1.426
4.7881,23.0,5.935960591133005,1.0283687943262412,888.0,2.0984674329501916,38.43,-122.71,2.72
6.7483,37.0,6.290155440414508,0.9885849056603774,812.0,2.171122994652406,33.84,-118.14,5.00001
2.8348,34.0,5.61151079136691,1.0786516853932584,1245.0,3.079155672823219,34.12,-117.17,0.695
2.1757,29.0,5.157894736842105,1.068421052631579,927.0,2.5649122807017544,36.81,-119.67,0.887
6.3718,37.0,6.0,1.0123456790123457,1257.0,2.726984126984127,37.77,-122.44,4.1
2.6346,23.0,5.716374269005848,1.08355091383812,1615.0,3.054089709762533,38.0,-121.2,2.25
5.3368,52.0,4.826315789473684,1.0526315789473684,1011.0,2.4947368421052634,37.77,-122.27,3.046
3.0893,19.0,5.2810077519379846,1.0,1098.0,2.624703087756345,37.75,-120.86,0.875
6.6012,52.0,6.393548387096774,1.0403225806451613,344.0,2.5,37.47,-122.25,4.0
3.0,31.0,4.929141716566819,1.0116279069767442,682.0,2.72751677852349,36.96,-120.07,0.815
2.6146,18.0,5.168918918918919,1.0518518518518518,654.0,2.810810810810811,37.66,-120.97,1.74
3.2813,30.0,4.396694214876033,1.0288248337028825,786.0,2.56687898089172,34.86,-118.13,1.853
2.4167,30.0,4.540925925925926,1.0833333333333333,1132.0,2.8472222222222223,37.93,-120.35,1.008
1.9688,32.0,3.835530083553009,1.05835530083553,1584.0,3.958904109589041,38.03,-121.27,0.73
8.2957,52.0,6.723140495867768,1.0822784810126582,918.0,2.1318407960199006,37.81,-122.49,5.00001
4.6167,36.0,5.004576659038902,1.0224299065420561,827.0,2.5714285714285716,37.37,-122.04,2.539
5.2411,52.0,6.095022624434389,1.0268817204301075,1188.0,2.852713178294573,33.79,-118.13,2.945
3.5192,41.0,3.951923076923077,1.0047846889952152,1061.0,3.3627684964200477,33.86,-118.33,2.403
3.9167,24.0,5.352941176470588,1.0323529411764707,872.0,2.176470588235294,38.61,-122.74,1.602
4.6477,31.0,5.717171717171717,1.0545454545454545,1101.0,2.166060606060606,37.29,-121.95,4.148
4.0703,16.0,4.914078674948245,1.0,1556.0,2.839795918367347,37.97,-122.3,1.631
2.3,10.0,6.512765957446808,1.1702127659574468,732.0,2.819298245614035,40.23,-122.43,0.953
2.6016,37.0,3.814814814814815,1.13872832369942,1042.0,3.067484662576687,33.86,-118.2,2.186
6.2637,25.0,5.016483516483516,1.0686813186813187,1413.0,2.272211212814646,37.36,-121.96,2.738
3.3542,35.0,5.74496644295302,1.0970873786407767,518.0,2.3300970873786406,36.97,-122.03,3.506
10.3839,34.0,7.837128712871282,0.9801980198019802,569.0,2.9358699358699356,33.88,-118.5,5.00001
3.5398,26.0,4.933656957928744,1.0559105431309903,2028.0,2.757869822485207,37.67,-122.07,1.268
3.8125,36.0,4.822888283378746,1.0220267260579063,1054.0,2.87215411558669,33.92,-118.31,2.506
3.05,38.0,6.076923076923077,1.0961538461538463,780.0,2.44230769230769,37.68,-121.03,0.933
4.0833,17.0,6.001607717041885,1.0372250423011844,1418.0,2.8190184049079754,32.83,-116.94,1.459
4.9063,52.0,5.878787878787879,1.037878787878788,684.0,2.4545454545454546,37.58,-122.41,2.974
1.9911,41.0,4.18705035971223,1.078740157480315,2487.0,2.9248704663212437,34.04,-118.32,1.563
1.3191,21.0,4.527237354085603,1.089430894308943,1705.0,4.292828685258964,36.76,-119.87,0.536
5.5,35.0,5.803951367781155,1.0537261698440208,1537.0,2.948122866894198,33.79,-118.41,5.00001
4.2328,10.0,5.5664160401002505,1.0189798994974875,2597.0,3.0725552050473186,34.26,-118.5,2.31
10.2264,34.0,7.106951871657754,0.973384030418251,511.0,3.283625730994152,34.0,-118.51,5.00001
3.2946,52.0,5.5608108108108105,1.0900473933649288,1237.0,1.9247863247863246,37.87,-122.43,2.215
1.6897,31.0,3.7968036529680376,0.9178082191780822,1338.0,4.295035460992907,33.74,-117.98,0.656
3.2333,46.0,4.208510638297872,1.0612244897959184,866.0,2.3659574468085105,38.34,-121.84,1.375
5.1701,14.0,5.0,1.170068027210885,1084.0,1.8902578796561684,33.05,-117.36,2.25
2.3462,30.0,4.645833333333335,1.0708333333333333,1073.0,3.1875,35.12,-118.98,1.051
1.5703,15.0,4.829268292682927,1.0487179487179488,1774.0,2.118811881188119,38.62,-121.28,1.068
2.0694,25.0,4.766871165644171,1.0586854460093897,1392.0,3.5077881619937696,36.8,-119.72,0.585
4.0893,14.0,5.73469387755102,1.086734693877551,1412.0,3.0,38.58,-121.44,1.447
2.8125,18.0,5.082687338501292,1.0693430656934306,1656.0,2.354977973549776,40.89,-124.08,0.963
3.5087,42.0,3.833333333333333,1.0208333333333333,810.0,2.9791666666666665,33.91,-118.36,1.729
2.6832,45.0,4.064516129032258,1.0870967741935484,1043.0,2.9354838709677415,34.0,-117.41,0.668
