Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,Nov,2.0,4.0,1.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,4.0,33.6,0.0,0.013333333,0.0,0.0,Mar,3.0,2.0,13.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,13.0,1065.5,0.0,0.033333333,0.0,0.0,Mar,2.0,2.0,3.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,May,2.0,2.0,1.0,3.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,9.0,1053.8333333,0.0,0.033333333,0.0,0.0,May,2.0,2.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.0,0.0,May,2.0,2.0,3.0,11.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.033333333,0.0,0.0,Nov,1.0,1.0,1.0,4.0,Returning_Visitor,False,False
1.0,9.0,0.0,0.0,12.0,7.0,0.008888889,0.033333333,0.0,0.0,May,2.0,10.0,5.0,2.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,22.0,587.0,0.0,0.033333333,0.0,0.0,Nov,3.0,2.0,1.0,2.0,Returning_Visitor,True,False
2.0,9.5,0.0,0.0,14.0,696.5,0.0,0.02,0.0,0.0,Mar,1.0,1.0,1.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,15.0,1541.0,0.0,0.033333333,0.0,0.0,May,2.0,2.0,1.0,13.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,7.0,865.0,0.0,0.033333333,0.0,0.0,Nov,2.0,2.0,1.0,4.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,8.0,344.8333333,0.006666667,0.003,0.0,0.0,Nov,3.0,6.0,3.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.05,0.0,0.0,May,3.0,2.0,1.0,3.0,Returning_Visitor,False,False
6.0,89.0,0.0,0.0,3.0,1554.666667,0.0,0.056,0.0,0.0,May,2.0,2.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,14.0,554.75,0.0,0.066666667,0.0,0.0,Dec,2.0,2.0,2.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,20.0,605.0,0.016666667,0.0133333333,0.0,0.0,May,2.0,2.0,4.0,3.0,Returning_Visitor,True,False
2.0,134.5,0.0,0.0,6.0,849.583333,0.0,0.2,0.0,0.0,Nov,1.0,1.0,1.0,1.0,Returning_Visitor,False,True
6.0,5.0,0.0,0.0,13.0,24.0,0.0,0.02,0.0,0.0,Oct,2.0,4.0,2.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,743.65,0.033333333,0.01175907,0.0,0.8,Dec,2.0,2.0,1.0,2.0,New_Visitor,True,False
20.0,28.0,0.0,0.0,21.0,591.333333,0.2,0.2,0.0,0.0,Nov,2.0,2.0,4.0,2.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,20.0,26.0,0.005,0.06,0.0,0.0,May,1.0,1.0,6.0,13.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,5.0,2349.4,0.0,0.011111111,0.0,0.0,Mar,3.0,2.0,3.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,13.0,587.2,0.0,0.0333333,0.0,0.0,Dec,2.0,3.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,24.0,754.3333333,0.0,0.03333333,0.0,0.0,Dec,2.0,2.0,1.0,3.0,New_Visitor,False,False
2.0,24.5,0.0,0.0,19.0,20.0,0.0,0.033333333,0.0,0.0,May,2.0,2.0,1.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,10.5,0.0,0.0025,0.0,0.0,Mar,2.0,2.0,3.0,2.0,Returning_Visitor,False,False
6.0,53.2,0.0,0.0,7.0,1123.91667,0.0,0.035714286,5.0,0.0,Nov,2.0,4.0,6.0,3.0,Returning_Visitor,False,False
8.0,56.5,0.0,0.0,45.0,1755.916667,0.00367876,0.0186527,0.0,0.0,Nov,2.0,2.0,4.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,14.0,37.4,0.0,0.033333333,0.0,0.0,Mar,1.0,1.0,3.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,10.0,1675.75,0.0,0.028571429,0.0,0.0,Nov,2.0,2.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,28.0,1125.0,0.0,0.0,6.0,0.0,Nov,2.0,2.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,5.0,3449.5,0.0,0.05,0.0,0.0,Nov,2.0,2.0,1.0,4.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,11.0,1087.0,0.005918182,0.03940476,0.0,0.0,Nov,2.0,2.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,4.0,0.0,0.166666667,0.166666667,0.0,0.0,May,2.0,2.0,8.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.1,0.0,0.0,Nov,3.0,2.0,2.0,2.0,Returning_Visitor,False,False
7.0,7.0,0.0,0.0,25.0,554.0833333,0.0,0.003177946,0.0,0.0,Dec,2.0,2.0,5.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.05,0.0,0.0,May,2.0,2.0,3.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,14.0,0.0,0.066666667,0.066666667,0.0,0.0,Nov,1.0,1.0,2.0,2.0,Returning_Visitor,False,False
2.0,22.0,0.0,0.0,4.0,35.0,0.0,0.016666667,0.0,0.0,Nov,3.0,2.0,1.0,1.0,New_Visitor,True,False
0.0,0.0,0.0,0.0,14.0,567.0,0.2,0.2,0.0,0.0,Nov,2.0,4.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,10.0,586.8333333,0.01111111111,0.031428571,0.0,0.0,Nov,3.0,2.0,2.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.016666667,0.0,0.0,Nov,2.0,2.0,1.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,4.0,449.9166667,0.0,0.0,0.0,0.0,May,3.0,2.0,2.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.4,Sep,3.0,2.0,3.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,10.0,583.3,0.0,0.05,0.0,0.0,Nov,2.0,2.0,3.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,4.0,3306.609833,0.0,0.05,0.0,0.0,May,3.0,2.0,1.0,3.0,Returning_Visitor,False,False
2.0,10.0,0.0,0.0,19.0,15.0,0.0,0.0333333333333,0.0,0.0,Mar,2.0,2.0,4.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.033333333,0.0,0.0,Nov,1.0,1.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,638.83333,0.0,0.014285714,0.0,0.0,Dec,4.0,2.0,1.0,10.0,Returning_Visitor,False,True
7.0,76.7,0.0,0.0,13.0,675.5833333,0.03,0.05,0.0,0.0,Nov,2.0,2.0,3.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.011111111,0.0,0.0,Mar,2.0,2.0,1.0,8.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,4.0,709.8333333,0.002375111,0.013333333,0.0,0.0,Nov,1.0,1.0,1.0,11.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.00222222,0.0,0.0,Mar,2.0,2.0,4.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,13.0,588.90833333,0.04,0.04481879,0.0,0.0,May,2.0,2.0,1.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.0,Nov,2.0,2.0,6.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.083333333,0.0,0.0,Sep,2.0,2.0,1.0,2.0,Returning_Visitor,False,True
4.0,73.0,0.0,0.0,37.0,785.8666667,0.0,0.057142857,0.0,0.0,May,2.0,2.0,1.0,2.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,81.0,1628.75,0.0,0.021428571,0.0,0.0,Sep,3.0,2.0,1.0,2.0,Returning_Visitor,False,False
7.0,5.0,0.0,0.0,1.0,13.0,0.0,0.066666667,0.0,0.0,May,2.0,6.0,1.0,6.0,Returning_Visitor,True,True
0.0,0.0,0.0,0.0,5.0,683.0,0.0,0.01,0.0,0.0,May,1.0,1.0,3.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.0,0.0,Dec,2.0,2.0,1.0,3.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.033333333,0.0,0.0,Nov,1.0,1.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.033333333,0.0,0.0,Mar,2.0,2.0,1.0,2.0,Returning_Visitor,False,False
4.0,8.0,0.0,0.0,8.0,498.5,0.0,0.05,0.0,0.0,Nov,2.0,2.0,3.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,11.0,7.0,0.0,0.033333333,0.0,0.0,May,2.0,2.0,6.0,2.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,10.0,1678.0333333,0.0,0.0308571429,0.0,0.0,Nov,3.0,2.0,1.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,13.0,0.0,0.002666667,0.066666667,0.0,0.0,Nov,3.0,2.0,3.0,13.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,19.0,1.0,0.002666667,0.04,0.0,0.0,Nov,2.0,2.0,8.0,2.0,New_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,905.0,0.0,0.2,0.0,0.0,Nov,2.0,2.0,7.0,2.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,2.0,46.0,0.0,0.02,0.0,0.0,Mar,3.0,2.0,1.0,2.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,10.0,0.0,0.2,0.2,0.0,0.0,Dec,1.0,10.0,1.0,2.0,Returning_Visitor,False,True
3.0,65.0,0.0,0.0,13.0,633.5,0.0,0.01,0.0,0.0,May,2.0,2.0,1.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.00267543,0.0,0.0,Nov,2.0,2.0,3.0,1.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,7.0,1473.5,0.0,0.005714286,0.0,0.0,May,1.0,1.0,1.0,13.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,3.0,446.0,0.0,0.05,0.0,0.0,Dec,2.0,2.0,6.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,10.0,787.083333,0.0,0.0,0.0,0.0,Dec,3.0,2.0,1.0,2.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,10.0,26.0,0.0,0.0,0.0,0.0,May,2.0,2.0,2.0,2.0,New_Visitor,False,True
0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.075,0.0,0.0,Mar,2.0,2.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,1225.25,0.032857143,0.085714286,0.0,0.0,Mar,2.0,2.0,1.0,4.0,Returning_Visitor,False,False
0.0,0.0,4.0,5.0,4.0,17.5,0.005333333,0.033333333,0.0,0.0,May,2.0,2.0,9.0,2.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,15.0,14.0,0.0,0.066666667,0.0,0.0,Dec,2.0,2.0,4.0,1.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,44.0,543.583333,0.011111111,0.010531579,0.0,0.0,May,2.0,2.0,6.0,1.0,Returning_Visitor,False,True
0.0,0.0,1.0,0.0,4.0,391.7,0.0,0.04,0.0,0.0,May,3.0,2.0,3.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,37.0,18.1,0.0,0.02,0.0,0.0,Nov,2.0,2.0,1.0,8.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.016666667,0.0,0.0,Nov,2.0,2.0,1.0,2.0,Returning_Visitor,False,False
2.0,18.0,0.0,0.0,11.0,2138.3333333,0.0098333333,0.023076941,0.0,0.0,Mar,1.0,1.0,2.0,5.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,2.0,441.4,0.011111111,0.016666667,0.0,0.0,Mar,3.0,2.0,4.0,2.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0286,0.0,0.0,May,2.0,2.0,3.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.033333333,0.0,0.0,Nov,1.0,1.0,2.0,1.0,Returning_Visitor,False,False
7.0,109.5,0.0,0.0,30.0,10.0,0.0,0.0083333333,0.0,0.0,May,1.0,6.0,9.0,2.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,28.0,853.0,0.0,0.02,0.0,0.0,May,2.0,2.0,6.0,0.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,14.0,598.6666667,0.0,0.013333333,0.0,0.0,Nov,1.0,1.0,8.0,4.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,488.0,0.0,0.014285714,0.0,0.0,May,3.0,2.0,1.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,0.0,0.012677778,0.03981429,0.0,0.0,Sep,2.0,2.0,1.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.020746951,0.0,0.0,Mar,2.0,2.0,1.0,2.0,Returning_Visitor,False,False
2.0,532.8333333,0.0,0.0,29.0,1730.4166667,0.0,0.0222222,0.0,0.0,May,1.0,1.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,29.0,2567.5,0.0,0.0277777,0.0,0.0,Nov,2.0,2.0,1.0,2.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,2.0,1098.8333333,0.004166667,0.0075,0.0,0.0,May,1.0,1.0,1.0,2.0,Returning_Visitor,True,False
1.0,0.0,0.0,0.0,4.0,2179.7,0.0,0.066666667,0.0,0.0,May,1.0,1.0,1.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,10.0,678.0,0.0,0.033333333,0.0,0.0,Nov,2.0,2.0,4.0,4.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,23.0,687.0,0.001111111,0.03,37.2,0.0,May,4.0,1.0,1.0,2.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.033333333,0.0,0.0,Nov,2.0,2.0,1.0,2.0,New_Visitor,False,False
0.0,0.0,0.0,0.0,28.0,781.25,0.0,0.025,0.0,0.0,May,3.0,4.0,4.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,29.0,1453.5,0.2,0.2,0.0,0.0,Mar,2.0,4.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.02,0.0,0.0,Nov,3.0,2.0,2.0,2.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,5.0,30.0,0.05,0.05,0.0,0.0,May,3.0,2.0,3.0,2.0,New_Visitor,False,True
0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.02,22.5,0.0,Mar,2.0,2.0,6.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,5.0,498.8,0.0,0.05,0.0,0.0,Nov,3.0,2.0,1.0,2.0,Returning_Visitor,False,False
5.0,47.5,0.0,0.0,1.0,0.0,0.0,0.011111111,0.0,0.0,Nov,2.0,2.0,3.0,13.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,705.5,0.00625,0.023076972,0.0,0.0,Dec,4.0,1.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,9.0,0.0,0.1,0.1,0.0,0.0,Nov,2.0,2.0,3.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,33.0,1654.0,0.0181818,0.025,0.0,0.0,May,2.0,2.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,5.0,402.0,0.01881789,0.030955556,0.0,0.0,May,2.0,2.0,1.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,9.0,653.0,0.05,0.05,0.0,0.0,May,3.0,2.0,1.0,3.0,Returning_Visitor,False,False
2.0,5.0,0.0,0.0,16.0,38.0,0.0,0.05,0.0,0.0,May,2.0,2.0,3.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,26.0,561.3333333,0.033333333,0.033333333,0.0,0.0,May,2.0,2.0,2.0,2.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,8.0,498.053333,0.00262527,0.01030828,0.0,0.0,Nov,2.0,2.0,5.0,10.0,New_Visitor,False,True
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,Nov,4.0,2.0,3.0,2.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,1.0,501.0,0.025,0.04,0.0,0.0,May,2.0,2.0,3.0,2.0,Returning_Visitor,False,False
2.0,3.5,0.0,0.0,1.0,30.5,0.0,0.05,0.0,0.0,Nov,3.0,2.0,3.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,53.0,45.0,0.0,0.033333333,0.0,0.0,Nov,2.0,2.0,1.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,5.0,449.0,0.0,0.01268847,0.0,0.0,Nov,3.0,2.0,1.0,2.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,32.0,592.5,0.01,0.0325,0.0,0.0,Dec,2.0,2.0,4.0,2.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.066666667,0.0,0.0,Nov,1.0,1.0,6.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,34.0,648.0,0.0,0.0,0.0,0.0,Mar,2.0,2.0,4.0,3.0,New_Visitor,False,False
0.0,0.0,0.0,0.0,15.0,1032.25,0.01,0.035666667,0.0,0.0,Dec,3.0,2.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,10.0,679.0,0.001111111,0.025,0.0,0.0,Mar,2.0,2.0,1.0,2.0,Returning_Visitor,True,True
0.0,0.0,0.0,0.0,6.0,361.0,0.0,0.011666667,0.0,0.0,Dec,3.0,2.0,4.0,8.0,Returning_Visitor,False,False
3.0,4.0,0.0,0.0,3.0,862.583333,0.00625,0.022555556,0.0,0.0,Nov,2.0,2.0,4.0,1.0,Returning_Visitor,False,False
1.0,0.0,0.0,0.0,3.0,9.4,0.0,0.033333333,0.0,0.0,Dec,3.0,2.0,3.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,29.0,954.0,0.0190909,0.01090909,0.0,0.0,May,1.0,7.0,1.0,2.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.0,0.0,May,2.0,2.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,5.0,26.0,0.0,0.016666667,0.0,0.0,Mar,2.0,2.0,3.0,2.0,Returning_Visitor,False,False
5.0,53.0,0.0,0.0,18.0,2.0,0.0,0.033333333,0.0,0.0,May,1.0,1.0,1.0,1.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,49.0,36.0,0.02,0.02,0.0,0.0,Nov,1.0,1.0,2.0,2.0,New_Visitor,False,False
0.0,0.0,3.0,12.0,8.0,709.5,0.0,0.016666667,0.0,0.0,Nov,1.0,4.0,5.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,20.0,26.0,0.0,0.1,0.0,0.0,Aug,2.0,2.0,1.0,2.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,3.0,3295.8,0.0,0.013333333,0.0,0.0,Nov,1.0,1.0,1.0,2.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,4.0,1746.3333333,0.0,0.015609523,0.0,0.0,Mar,2.0,2.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,11.0,0.0,0.2,0.2,0.0,0.0,May,3.0,2.0,1.0,10.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,10.0,1275.922571,0.003795263,0.015394048,0.0,0.0,Dec,2.0,2.0,2.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0125,0.0,0.0,May,2.0,2.0,1.0,5.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,20.0,862.0666667,0.0,0.033333333,0.0,0.0,May,2.0,2.0,4.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,1673.153333,0.0,0.012163636,0.0,0.0,Nov,3.0,2.0,3.0,1.0,Returning_Visitor,True,False
2.0,27.0,0.0,0.0,1.0,658.25,0.0,0.03,0.0,0.0,May,2.0,2.0,3.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,7.0,582.75,0.04,0.073333333,0.0,0.0,Nov,2.0,5.0,3.0,6.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,22.0,996.0,0.033333333,0.015723703,0.0,0.0,Nov,2.0,2.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,773.5,0.0,0.01216891,0.0,0.0,May,2.0,2.0,1.0,6.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,798.5,0.0,0.013333333,0.0,0.0,May,2.0,2.0,2.0,2.0,Returning_Visitor,True,False
2.0,197.5,2.0,3.0,25.0,2559.3633,0.0,0.011111111,0.0,0.0,May,1.0,1.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02,0.0,0.0,May,3.0,4.0,6.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.04,0.0,0.0,Nov,2.0,2.0,1.0,2.0,Returning_Visitor,True,False
2.0,554.5,0.0,0.0,54.0,965.5,0.0,0.03,0.0,0.0,Mar,3.0,4.0,4.0,3.0,Returning_Visitor,False,False
5.0,0.0,1.0,0.0,21.0,11.0,0.00011757,0.02,0.0,0.0,Dec,2.0,2.0,1.0,8.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,39.0,758.5,0.0,0.057166667,0.0,0.0,Nov,2.0,2.0,1.0,1.0,New_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.011111111,0.0,0.0,May,1.0,1.0,1.0,4.0,Returning_Visitor,False,True
1.0,0.0,0.0,0.0,9.0,1613.2666667,0.0,0.022222222,0.0,0.0,June,1.0,1.0,1.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,18.0,449.35,0.0,0.0,0.0,0.0,May,3.0,2.0,7.0,2.0,Returning_Visitor,False,False
2.0,38.5,0.0,0.0,11.0,27.0,0.007142857,0.016666667,0.0,0.0,May,2.0,2.0,6.0,1.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,16.0,2342.333333,0.028571429,0.011111111,0.0,0.0,May,3.0,2.0,3.0,4.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,598.4166667,0.0,0.016666667,0.0,0.0,Sep,1.0,1.0,1.0,2.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,13.0,2263.7,0.0,0.011111111,0.0,0.4,May,2.0,2.0,1.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,26.0,1530.7733333,0.0,0.017767317,0.0,0.0,Aug,2.0,2.0,1.0,2.0,Returning_Visitor,False,False
10.0,2.0,0.0,0.0,2.0,1171.5,0.0,0.033333333,0.0,0.0,Nov,3.0,2.0,1.0,1.0,Returning_Visitor,True,False
3.0,63.2,0.0,0.0,10.0,539.8,0.0,0.021828571,0.0,0.0,Mar,2.0,2.0,3.0,1.0,New_Visitor,False,False
0.0,0.0,1.0,0.0,18.0,508.8333333,0.0,0.011111111,0.0,0.0,Mar,2.0,2.0,3.0,3.0,Returning_Visitor,False,False
