GameID,LeagueIndex,Age,HoursPerWeek,TotalHours,APM,SelectByHotkeys,AssignToHotkeys,UniqueHotkeys,MinimapAttacks,MinimapRightClicks,NumberOfPACs,GapBetweenPACs,ActionLatency,ActionsInPAC,TotalMapExplored,WorkersMade,UniqueUnitsMade,ComplexUnitsMade,ComplexAbilitiesUsed
1488.0,5.0,17,12,450,113.9804,0.0029991852,0.0008396522,2.0,0.0,0.0007351462,0.00299918,52.9062,62.8683,5.39,20.0,0.000569,7.0,0.00017114319,2e-05
909.0,4.0,24,16,200,106.7456,0.0009229976,0.0004527774,0.0,0.0,0.0002447678,0.0032350778,21.5822,64.5822,5.0283,30.0,0.00029861,6.0,0.0,0.0
8888.0,4.0,16,14,500,77.8154,0.00345075,0.000292215,3.0,0.0003389885,0.000292215,0.0033895878,32.979,61.7696,6.3198,13.0,0.0006688,7.0,0.000193977,0.0
7013.0,4.0,39,16,600,76.7914,0.001748963,0.000341598,3.0,0.000235865,0.000275865,0.0035649895,30.4288,64.7166,6.2279,14.0,0.00047982,7.0,0.0,0.0
6379.0,6.0,20,24,500,90.7378,0.0014267878,0.00044236894,5.0,0.0,0.000305547,0.0035145843,26.0,80.6968,7.3178,33.0,0.0005204,6.0,0.0,0.0
807.0,4.0,24,20,500,50.8482,0.003247089,0.0004307347,6.0,0.00014713,0.000174529,0.0035228955,34.9604,70.8585,6.086,11.0,0.00056649,3.0,0.0001507872,0.00014
1059.0,5.0,20,12,800,109.7,0.00171578,0.00027973892,4.0,0.0,0.000337567,0.0049373043,36.8894,51.0738,6.4026,25.0,0.0012449,5.0,0.0,2e-05
2064.0,5.0,19,20,400,66.6636,0.0016597527,0.0008139531,4.0,0.000462657,0.0003465642,0.0025384571,42.9358,50.9487,5.9408,25.0,0.00087834,3.0,0.000415955,0.00084
3295.0,6.0,23,8,600,96.4136,0.00254865,0.000375589,5.0,0.0,0.000391692,0.0033881233,52.7491,76.5,8.1391,26.0,0.0003124,6.0,0.0,0.00029
706.0,4.0,18,12,800,143.9061,0.0045366411,0.000263947,4.0,1.0035690134,0.000604913,0.0038457913,51.9076,78.936,6.4231,15.0,0.0012097,2.0,0.0003569071,0.0006
47.0,2.0,24,8,300,114.7456,0.00127869,0.000461578,5.0,0.0002814091,0.0001887711,0.0037605891,28.904,68.2039,4.7587,21.0,0.000961232,7.0,0.0,0.00012
7385.0,5.0,22,16,500,155.923,0.004243498,0.000273589,5.0,0.0,0.0001647034,0.0033165836,26.4288,54.7666,7.7698,20.0,0.00090216,7.0,0.0001670824,0.0002
6787.0,6.0,16,20,700,116.8554,0.0012893064,0.0001232347,5.0,0.0,0.000209849,0.0043000547,38.4383,78.7154,5.0598,20.0,0.0010584,4.0,0.0,0.00013
5456.0,4.0,20,8,1000,109.7888,0.0018164716,0.00090003788,1.0,0.0,0.000282396,0.0023242692,55.5458,61.7018,6.3521,11.0,0.00076919,7.0,0.0005969071,0.0
596.0,4.0,23,16,300,113.4,0.00405069,0.000543498,5.0,0.000576067,0.000291807,0.0039706523,22.64,75.7846,3.832,16.0,0.0008761,7.0,0.0,0.0
6072.0,4.0,29,20,700,84.0594,0.0017351155,0.000422746,6.0,4.551370551119063e-05,0.0005923291,0.0046406671,34.5268,50.1365,4.9458,20.0,0.00053215,6.0,0.0001082061,0.00011
964.0,3.0,20,16,500,118.4136,0.0058,0.000176912,5.0,8.5640068990189e-05,0.0006824986,0.00360897,32.974,55.5648,5.7154,35.0,0.00061649,3.0,7.869097725756969e-05,0.0
6231.0,6.0,24,12,800,93.1854,0.0019443843,0.000241888,4.0,0.0,0.0002223238,0.002445961,33.8878,68.5,5.9712,24.0,0.00082422,9.0,0.0,0.00021
3227.0,6.0,16,12,450,80.3,0.002602286,0.0006899784,10.0,0.0001082053,0.0007172271,0.0030594762,37.7154,56.8,6.4574,25.0,0.00071143,4.0,0.0001634394,0.0
795.0,3.0,20,14,250,116.5832,0.0008732534,0.0002046205,3.0,0.0,0.0001162222,0.003641185,35.7154,51.2044,5.564,16.0,0.0011469,9.0,0.0,0.00025
706.0,3.0,29,24,800,107.8482,0.00239968,0.0002964187,4.0,0.0,0.00082295,0.0011356494,34.7145,45.0333,5.6512,23.0,0.00081723,7.0,0.0,0.00013
1766.0,5.0,20,20,1000,105.9844,0.0020391292,0.0001556921,4.0,0.0,0.0002689052,0.0044116425,28.0738,79.2821,5.9604,27.0,0.0005896,5.0,0.0,0.0
3226.0,5.0,16,24,500,118.1682,0.0016751691,0.000653786,8.0,0.0,0.000430799,0.0040445042,36.9362,70.8,4.8142,29.0,0.0006857,6.0,0.0,0.0
7571.0,6.0,19,24,300,83.3,0.000453786,0.0001028639,5.0,5.097631486601e-05,0.0144802484,0.0022608891,20.2685,69.8182,5.0393,22.0,0.00075961,3.0,0.0,0.0002
3124.0,3.0,20,28,450,68.07,0.003121182,0.0005278912,5.0,0.0,0.000685599,0.0033873523,26.5136,50.8072,9.1638,21.0,0.000742,6.0,0.004456695,0.0
8578.0,5.0,21,16,250,91.908,0.001290711,0.000443498,1.0,0.0001141464,0.000471176,0.0035355818,22.0,48.865,8.2914,19.0,0.0012103,6.0,0.0,0.0
579.0,5.0,19,4,1200,111.6668,0.0016271611,0.0006857889,3.0,0.0,0.0008387788,0.0038686916,32.5841,85.8168,4.3078,30.0,0.000829981,10.0,0.0,0.0
709.0,4.0,22,42,700,102.7282,0.0037272228,0.000448916,2.0,0.0,0.0,0.0036026886,53.8581,34.2043,2.8571,16.0,0.0008981,4.0,0.0,0.0
595.0,6.0,18,8,100,85.1491,0.0017991346,0.0002564129,2.0,0.0,0.0004194262,0.0048773575,33.8585,42.964,5.8057,25.0,0.001679,7.0,0.0,0.0
3279.0,6.0,25,6,1000,102.6721,0.00241815861,0.0002614662,4.0,0.0001690869,0.0002614662,0.0038753461,39.2434,64.9145,4.0649,16.0,0.0013131,7.0,0.0001596988,0.0
4222.0,4.0,18,16,350,104.6455,0.00265517,0.000332707,3.0,0.0005270711,0.000221689,0.0015677098,36.9123,72.9348,4.3074,14.0,0.00057007,6.0,0.0003904453,0.0
2872.0,4.0,22,20,500,65.6136,0.0011191658,0.0002778156,3.0,0.0,0.0003475156,0.0002778156,49.078,71.2466,4.8864,25.0,0.00048862,9.0,0.0,8e-05
4563.0,4.0,18,28,500,113.3097,0.00447815,0.0002233796,2.0,0.0,0.0007392997,0.0034233903,36.3172,53.3898,4.5332,18.0,0.00084731,7.0,0.0001137792,0.00011
8068.0,3.0,16,2,650,111.7091,0.001288098,0.0,11.0,0.0001906823,0.0001882673,0.0022982422,34.904,53.8794,4.5948,14.0,0.00048625,6.0,0.00016458,0.0
8192.0,8.0,22,24,450,120.932,0.0027091553,0.0001081276,4.0,0.0009551241,0.000652028,0.0033984539,40.6,62.0607,3.7154,29.0,0.00081434,3.0,0.0004346528,0.0
4801.0,4.0,25,27,200,125.2402,0.0040241763,0.0001576489,5.0,0.000653906,0.0003347861,0.0033672374,44.9355,57.943,5.9604,15.0,0.00079071,5.0,0.0001039,1e-05
2022.0,5.0,23,4,600,93.7648,0.0019486067,0.0003555796,4.0,0.0,0.0003855806,0.0037408051,20.7232,64.6195,5.5,19.0,0.00062216,5.0,0.0,0.0
3449.0,4.0,18,10,400,97.8824,0.0023268613,0.000472396,4.0,0.0,0.0003716385,0.004537003,50.2088,62.7,6.0,9.0,0.00075653,6.0,0.0,3e-05
1714.0,6.0,18,8,300,78.68,0.0024275546,0.0004640358,5.0,0.0,0.000488059,0.0028295936,44.7448,54.0626,4.7936,19.0,0.00093618,5.0,0.0,0.0
805.0,5.0,20,10,1000,97.6046,0.0014253582,0.0002748341,1.0,0.0001624981,0.0002233888,0.0034002758,72.976,69.7103,6.0928,14.0,0.00098871,7.0,0.00028589599,0.00049
6896.0,4.0,18,11,300,120.924,0.0003389011,0.0008246694,5.0,0.000184988,0.0007162388,0.0011337519,30.1511,40.6054,4.0398,18.0,0.00061926,6.0,0.00136698,0.0
6072.0,4.0,25,30,300,106.8138,0.0023406911,0.0001492417,1.0,4.96711341056e-05,7.03777663085e-05,0.0028374412,31.9804,52.9777,3.3438,29.0,0.0011761,9.0,0.0,0.00015
7088.0,6.0,21,16,300,102.1286,0.0025891914,0.000285928,4.0,8.210565133722782e-05,0.000457814,0.0040253392,52.1422,63.6623,5.6332,16.0,0.0007808,7.0,0.0,4e-05
4648.0,5.0,16,10,500,82.3154,0.0007497429,0.000593998,4.0,0.000193388,0.000551286,0.0026381149,34.6992,62.7182,5.7804,21.0,0.0012062,5.0,0.0,0.00095
463.0,4.0,18,12,20,106.6128,0.0029247782,0.000384099,6.0,0.0,0.0005203134,0.0028173396,43.4372,63.0372,4.1616,20.0,0.0013453,6.0,0.00014266,0.0
705.0,6.0,22,20,200,120.3166,0.00111799,0.000262976,4.0,0.0,0.000330149,0.0036668884,32.9332,45.9958,4.5668,24.0,0.0014086,5.0,0.0,0.00017
6622.0,3.0,23,22,6,111.4,0.00241477,0.000485885,4.0,0.0,0.0003053188,0.0039332318,19.6,54.5142,4.8814,20.0,0.00097643,6.0,0.0,0.00219
698.0,4.0,21,20,100,71.5294,0.0043203321,0.000672479,1.0,0.0,0.0002413449,0.0030601081,29.5143,58.5,5.0944,30.0,0.00085283,7.0,0.0,0.0
534.0,4.0,21,12,650,91.9588,0.00221255,3.18651616649935e-05,1.0,0.0,0.000153959,0.00373889,24.2674,46.6538,3.1898,15.0,0.0006458,5.0,0.000203889,0.0
8574.0,5.0,16,8,300,91.0644,0.0029175591,0.00042812,6.0,0.0,0.00025492382,0.0037770124,30.8333,42.7519,9.0383,17.0,0.00082913,14.0,0.0,0.00015
10074.0,6.0,20,4,1030,110.908,0.0047167735,0.0009461581,2.0,0.0002208662,0.0002046201,0.0028669533,36.5141,71.8288,6.3344,17.0,0.00081695,7.0,0.000173791,0.00022
489.0,4.0,18,28,100,108.906,0.0016797585,0.000496974,4.0,0.0,0.000269813,0.0034283416,45.6768,90.7885,4.7885,29.0,0.002405,7.0,0.0,0.0
7398.0,4.0,18,24,700,122.1832,0.0012776064,0.0005642593,2.0,0.000452389,0.0003412012,0.0031735008,20.75,65.4,4.2038,24.0,0.00038785,6.0,0.0,0.0
2157.0,3.0,22,8,700,104.4272,0.0030483411,9.9332577337864e-05,4.0,0.0,0.000190313,0.00224222222,43.9574,59.9368,4.3042,19.0,0.00062222,4.0,0.000244907,0.00027
3273.0,2.0,28,24,500,99.842,0.00358056,0.0003601368,6.0,0.000173816,0.0003601368,0.0037881179,36.9604,71.5156,6.9824,21.0,0.00088774,6.0,0.0002738991,0.00016
4697.0,6.0,17,12,300,113.0718,0.00189514,0.000371809,1.0,0.0,0.000452398,0.0039303543,32.7174,69.2922,5.9155,15.0,0.0013964,6.0,0.000735985,0.00157
2945.0,3.0,31,12,100,130.084,0.000427949,0.0003779081,7.0,0.000253486,0.000160893,0.0029649958,36.7057,60.0,4.5839,10.0,0.001789,7.0,0.0,4e-05
10022.0,5.0,18,8,1300,74.7788,0.00034,0.000174725,4.0,0.0001666964,6.7232067883499e-05,0.0037352684,19.0952,65.3944,4.3884,35.0,0.00084839,7.0,0.000387701,0.00023
4333.0,4.0,20,32,700,58.4154,0.0040362981,0.0001086711,3.0,0.0001062555,0.0005397282,0.004377716,61.9824,72.55,4.2511,23.0,0.0011129,5.0,0.0001086711,0.00011
3165.0,3.0,32,4,1000,89.5488,0.0014204078,0.0007549961,2.0,0.00018714,0.000191879,0.0035179726,39.5874,74.0,6.8571,23.0,0.001289,8.0,0.0,1e-05
607.0,3.0,25,42,300,80.4154,0.002228282917,0.0002565885,7.0,0.0,0.001717791,0.00361449,30.7642,53.44,4.5103,18.0,0.000955,6.0,0.0,0.0
8559.0,5.0,23,8,1000,143.1234,0.0020682979,0.0002815985,4.0,0.0003834385,0.0001097165,0.00335037,46.8,82.5,4.0,24.0,0.0009345,9.0,0.0001883535,0.0
932.0,3.0,16,28,800,107.5994,0.003161338,0.000363048,3.0,0.0001091655,0.000245889,0.0024575063,30.9673,52.5946,4.3105,29.0,0.0013891,8.0,0.0001082697,0.0
5680.0,5.0,19,16,250,95.5666,0.0017452579,0.0001582422,2.0,0.000193379,0.000586824,0.00542575,46.8604,66.038,3.8604,39.0,0.000749,8.0,0.000103788,0.00015
2147.0,5.0,23,12,120,110.632,0.0067484859,0.000581599,6.0,0.0,0.0004964358,0.0025,46.972,80.1158,3.0226,24.0,0.00076943,5.0,0.0,0.0
7886.0,6.0,18,10,400,104.5696,0.00192911881,0.000304489,3.0,0.0001570907,0.0002969058,0.0038203874,26.9857,43.0132,5.6176,18.0,0.001289,6.0,0.0,0.0
3231.0,2.0,20,8,600,110.1562,0.00183739,0.0005407352,4.0,0.000204847,0.0002134752,0.0038586036,22.1408,67.9,5.3488,3.0,0.0013886,6.0,0.00016065,3e-05
4647.0,3.0,22,6,800,103.1272,0.0014062989,0.0003569077,4.0,0.0,0.000587775,0.0036551897,31.0479,66.7934,6.5373,22.0,0.00059088,7.0,0.0,0.00125
2820.0,5.0,20,28,450,122.4392,0.002382479,0.000245598,3.0,0.0,0.0002530204,0.0037681331,34.1544,61.904,6.4397,13.0,0.001605,7.0,0.0002898362,3e-05
488.0,6.0,22,12,2425,165.4,0.0032077285,0.000194887,2.0,0.0,0.00082799,0.0030208888,45.5288,63.5272,7.4288,14.0,0.001786,7.0,0.0,0.00013
4643.0,4.0,21,14,500,80.0992,0.00331313984,0.0008391201,4.0,2.14588965643535e-05,8.0,0.0028690562,36.5,51.8,4.25,20.0,0.00087456,5.0,0.0,0.00014
9090.0,5.0,18,4,300,91.8652,0.0011883488,0.000361598,7.0,0.0,0.000361598,0.0040895598,36.4458,50.9659,4.9762,21.0,0.0029112,8.0,0.0,8e-05
788.0,6.0,21,6,250,98.9774,0.0037181688,2.9583469014827e-05,4.0,0.0,0.000178811,0.0037181688,44.3227,62.4167,4.4352,25.0,0.00059051,4.0,0.000178811,0.0
2563.0,4.0,21,14,300,74.4118,0.00286955,0.0002920607,7.0,1.049002577241483e-05,0.000284023,0.0024776927,36.7871,69.087,6.3732,24.0,0.00055804,7.0,0.0,0.0
5455.0,6.0,23,10,500,61.964,0.000381599,0.000405911,3.0,7.7147565441665e-05,0.0013383886,0.0025883097,62.8482,61.5714,6.6453,30.0,0.000822,4.0,0.0,7e-05
5047.0,6.0,23,8,350,110.541,0.0035509876,0.000790869,0.0,0.0,0.000604989,0.003893565,43.3871,90.2414,3.1374,25.0,0.00023981,6.0,0.0,0.0
3232.0,5.0,22,20,300,104.0722,0.0014087,0.000702623,4.0,0.0,0.0002613997,0.0034196622,29.9824,56.2722,3.7444,23.0,0.00075458,5.0,0.0,6e-05
7621.0,4.0,16,8,1000,86.0047,0.0013113907,0.0001781746,7.0,0.0002416052,0.0003197977,0.0017753472,50.5481,56.2972,7.632,25.0,0.0012108,9.0,0.0,0.0
9046.0,3.0,22,20,800,71.0993,0.0001769231,0.0003099081,2.0,0.0,0.0004539071,0.00356444,51.8125,54.2766,4.2572,33.0,0.0012121,6.0,0.0040671742,7e-05
2050.0,4.0,25,2,500,111.1182,0.0006675676,0.000404725,7.0,0.0,0.0006100347,0.0027641743,35.4092,52.4368,5.8265,16.0,0.001589,7.0,0.0,0.0
5043.0,4.0,18,12,100,61.75,0.0026853792,0.000292889,6.0,0.0,0.0008341903,0.0044695834,31.907,55.8,4.907,16.0,0.00063977,8.0,0.0001964953,2e-05
686.0,5.0,19,2,650,73.3176,0.0003064556,0.000362458,7.0,0.0,0.0003525773,0.004245908,34.5892,55.9082,4.7518,14.0,0.0007933,9.0,0.0,0.0
8554.0,2.0,20,8,600,106.8571,0.001599081,0.000615927,5.0,0.0007371598,0.0002545285,0.0029386697,43.7068,63.976,6.1619,20.0,0.0002286,5.0,0.0001099072,0.0
9076.0,7.0,24,10,700,110.3124,0.003313449,0.0005391245,6.0,1.291826243514e-05,0.0008341216,0.0034977594,21.0264,57.9063,4.4131,15.0,0.00091287,5.0,9.2599126889,0.0
4362.0,2.0,20,8,500,85.6136,0.0,0.000349988,5.0,0.0004999077,0.0003737457,0.0026155895,33.1089,82.3314,3.5142,23.0,0.0012154,8.0,0.000493745,0.00028
2323.0,3.0,19,20,1000,106.6242,0.001592869,0.0004187373,6.0,0.0006840886,0.0004187372,0.0025269321,40.076,85.4366,3.6131,18.0,0.001186,4.0,0.000248625,0.00014
707.0,4.0,20,14,100,75.7092,0.0012751883,0.000106519,6.0,0.0001059839,0.000281555,0.0025406977,35.5586,58.6103,6.9648,30.0,0.001409,8.0,0.0,0.0
4397.0,5.0,19,28,300,102.9778,0.0023707563,0.000557547,7.0,0.000185855,0.0003949284,0.0033183906,28.2536,47.9358,5.8118,23.0,0.0016002,7.0,0.0,0.0
2664.0,7.0,21,8,300,72.973,0.0016783764,0.000397815,0.0,0.0,0.000337599,0.0040577583,35.5145,64.7252,4.3,18.0,0.00024953,8.0,0.0,0.0
7625.0,6.0,21,6,400,78.5,0.002377881,0.00085959078,8.0,0.0004906372,0.000859078,0.005403913,52.738,56.05,7.4174,12.0,0.0012141,7.0,0.0,4e-05
3025.0,2.0,17,8,700,100.988,0.0016343843,0.0002677201,7.0,8.016898173528e-05,0.00029452887,0.0029452887,40.0162,83.8255,6.7022,20.0,0.0006359,4.0,0.0,3e-05
788.0,4.0,20,12,500,99.5586,0.0030354713,0.000310636,4.0,1.04798034346918e-05,0.000338889,0.0029082232,51.9914,48.4867,4.8026,24.0,0.0012164,6.0,0.0001083691,0.00032
3868.0,3.0,17,8,100,117.4844,0.005157895,0.0002095704,5.0,0.0,0.0003937285,0.0035488051,54.8686,41.6942,4.4388,20.0,0.0010478,6.0,0.0,9e-05
4201.0,5.0,22,20,400,107.4393,0.0017143682,0.000645518,3.0,0.0,0.0001507099,0.0033881857,25.2383,60.0876,5.1344,23.0,0.00097401,5.0,0.0,0.0
8385.0,6.0,17,14,500,75.9604,0.0014205891,0.0002918787,4.0,0.000171139,0.0005393087,0.0022981429,37.1278,64.9,4.0,7.0,0.0006307,6.0,0.0,0.0
809.0,5.0,18,4,600,75.2436,0.0025474785,0.0003636362,5.0,0.00014768,0.000319325,0.003283599,45.4867,52.4867,4.942,12.0,0.00060348,7.0,0.0,1e-05
3277.0,4.0,31,28,450,73.6455,0.0012651619,0.000607786,7.0,0.0,0.000373906,0.0035161258,24.0577,74.3495,4.049,20.0,0.0017006,7.0,0.0,0.00037
5103.0,5.0,17,12,500,62.8378,0.0037003492,0.0003022986,2.0,0.0,4.82388282545e-05,0.0026981787,38.6608,40.1798,6.5683,25.0,0.0007466,4.0,0.0,0.0
4860.0,2.0,23,10,800,113.9128,0.0015238878,0.000557924,6.0,0.0,0.0013493047,0.0022479231,31.7354,44.7018,5.9104,23.0,0.00083964,7.0,0.0,3e-05
7094.0,5.0,16,3,150,114.8484,0.0020352362,0.000171605,4.0,0.000171605,0.0002815703,0.0028453852,49.7142,76.0,5.6388,33.0,0.0015773,8.0,0.0,0.00037
5287.0,3.0,21,20,700,57.078,0.0011772492,0.000379889,3.0,0.000185876,0.0003103129,0.0025781738,47.086,52.1466,6.3787,23.0,0.00063797,9.0,0.0,0.0
5555.0,6.0,19,16,630,110.4128,0.0041369058,0.000341511,4.0,0.0,0.0003535455,0.0018382787,52.1804,63.2062,2.1864,19.0,0.0007222268,6.0,0.0,0.0
607.0,4.0,18,20,500,77.9103,0.0014893902,0.0004312935,5.0,9.023879371625e-05,0.0001171834,0.0038862911,29.2984,51.9072,5.3936,18.0,0.00063412,8.0,0.000173496,0.00026
2149.0,5.0,19,12,500,88.0608,0.0013232588,0.00048471714,1.0,0.000195859,0.0001611111,0.0039702553,33.1672,57.3184,5.7724,21.0,0.00092401,7.0,0.0018669717,8e-05
707.0,5.0,22,10,400,76.0,0.00332722981,0.0002329102,7.0,0.0001668908,0.000478811,0.0027006973,43.1023,71.9,6.922,21.0,0.00086979,8.0,0.0001784619,2e-05
6147.0,5.0,20,12,400,93.8332,0.0027893922,0.0004234294,2.0,0.000531455,0.000577097,0.0047752631,41.732,91.791,4.5,9.0,0.00098806,7.0,0.0005678076,0.00056
9762.0,4.0,16,16,200,106.1792,0.001547863,0.000206598,4.0,0.00042388814,0.000593927,0.0046361788,53.8294,43.2046,5.7532,19.0,0.001796,5.0,0.000333569,0.00037
4762.0,4.0,21,12,300,100.0009,0.0012807718,0.000371614,7.0,5.9483737161903e-05,0.000393311,0.0039443515,49.2612,85.9673,5.4826,15.0,0.00064143,7.0,0.000106249438,8e-05
5687.0,6.0,16,30,400,78.3201,0.0014042478,0.00049494417,2.0,0.0,0.000535089,0.0037015837,34.8118,54.9,5.2854,16.0,0.0014775,7.0,0.0,0.0
4698.0,6.0,23,6,1000,79.8778,0.0036331953,0.000541705,5.0,0.0,0.000202614,0.0029243488,32.8226,82.9604,5.49,15.0,0.0012173,5.0,0.0,0.0
3234.0,5.0,17,14,300,82.1138,0.0011147513,0.000461598,2.0,0.0001483843,0.0001483843,0.0025481402,57.5,61.0906,5.6973,24.0,0.0012944,5.0,0.00013355,2e-05
3064.0,6.0,23,4,300,110.5103,0.0014354429,0.0005716046,5.0,0.0,0.000336686,0.00255989,41.972,51.927,3.48,6.0,0.00066426,6.0,0.0,0.0
9056.0,3.0,19,10,1000,92.5892,0.002073411,0.0001756613,7.0,0.000153429,0.0002688673,0.0037141664,51.7696,59.4,4.6714,22.0,0.0013285,6.0,0.0,0.0
3141.0,4.0,19,28,1100,79.4456,0.0013577838,0.0005204458,4.0,0.0,0.0001848997,0.00331258,42.0,52.8124,4.3125,37.0,0.00083775,6.0,0.001297765,0.00129
6209.0,5.0,19,6,150,100.8982,0.0008166877,0.0004158051,0.0,0.0,0.000496092,0.0043979082,27.6359,72.5476,4.9646,30.0,0.001186,3.0,0.000312319,0.0
605.0,3.0,22,28,200,65.936,0.0017951589,0.000360112,5.0,0.0,0.0002966985,0.0030657983,32.4263,60.7154,3.9144,11.0,0.00069293,8.0,0.0,0.0
3276.0,4.0,25,4,1000,74.0928,0.00261312862,0.000373615,0.0,0.0,0.0005391483,0.00356445,32.0266,75.3065,7.1667,23.0,0.00094862,4.0,0.0001543806,0.00016
6123.0,4.0,25,12,400,78.6432,0.0018065537,0.0003778191,2.0,0.0001710045,0.0001019917,0.003151365,36.9393,62.7646,4.4827,25.0,0.00062285,7.0,0.0,0.0
9092.0,5.0,22,8,300,88.7077,0.0011363923,0.0005550495,8.0,0.00014588,0.001296665,0.0034251695,42.5118,71.906,3.6632,30.0,0.00079052,6.0,0.0003812681,0.0
707.0,4.0,18,16,850,100.000564,0.00229888,0.000320138,4.0,0.00053913,0.0003540362,0.0030447587,23.6205,58.3716,5.0,25.0,0.0016002,8.0,0.0002252914,0.00033
709.0,5.0,24,12,500,89.8892,0.000346497,0.00013655,4.0,0.000106497,7.02844085194895e-05,0.003455862,30.1667,75.5673,4.0714,31.0,0.001496,7.0,0.0,0.0
3514.0,1.0,49,8,120,85.8,0.0027495863,0.0008487621,6.0,0.000242975,0.000586937,0.003191409,31.5,99.5,16.0,28.0,0.00092315,9.0,0.0,0.00059
6072.0,2.0,21,24,500,83.9686,0.0034195834,0.0002915385,4.0,0.0001089813,0.0003317156,0.0016253439,30.2414,42.3514,3.908,24.0,0.0015654,5.0,0.0003623685,0.0
2730.0,4.0,20,10,1000,58.1878,0.00263328861,0.000410324,7.0,3.202929350187e-05,0.000220918,0.0034234081,36.0,73.8482,3.4393,29.0,0.00066774,7.0,0.0,0.0
5115.0,4.0,19,6,365,76.6646,0.0040782685,0.0009888523,5.0,0.000178889,0.0001884988,0.0040641624,28.1654,59.1286,4.1656,24.0,0.00081647,4.0,0.0001562267,0.00038
8888.0,6.0,30,10,350,59.13,0.00172829,0.000347598,0.0,0.0017282929,5.0,0.0029647734,28.4234,66.9604,5.0769,24.0,0.0014393,9.0,0.0003139061,0.00051
7945.0,5.0,21,12,300,59.3872,0.0016090728,0.0002870662,5.0,0.0001124914,0.000391776,0.0039271272,32.8358,84.6103,5.5,17.0,0.00034393,5.0,6.4169e-05,7e-05
6054.0,4.0,18,11,200,83.3234,0.00126906,8.80646765658544e-05,4.0,0.000156693,0.00017169,0.0023382477,21.1646,64.0192,6.6192,19.0,0.00082455,8.0,0.0,0.00015
6697.0,4.0,21,12,300,155.8585,0.0033294942,0.000577096,3.0,0.0001132674,0.00091388,0.0029184822,32.7816,69.6464,3.3891,26.0,0.00076479,5.0,0.0,0.0
5977.0,4.0,19,4,12,103.6608,0.002038787,0.000566484,3.0,0.0,0.000752382,0.0025511362,28.9292,66.1382,3.9854,16.0,0.0014082,6.0,0.0,0.0
3816.0,3.0,21,10,100,91.6928,0.000196907,0.000196907,4.0,0.000336909,0.000341714,0.0038543425,33.2458,75.5054,5.0035,16.0,0.0014762,7.0,0.0,0.0002
7046.0,5.0,25,10,300,120.934,0.00081226,0.0003855683,5.0,0.0,0.000294577,0.0037372591,60.0574,49.4124,5.5143,18.0,0.00306828,6.0,0.0,0.00011
